,ID,Tweet,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Polarity,Emotions,ProcessedText,Handle,DerivedDate,hhmmss,DayCat
2201,2201,Thank you @easyJet for understanding the mistake was genuine and refunding the charge! GOOD customer relations! #satesfied,FALSE,0,dj_bigm,1/25/2018 11:13,FALSE,9.56E+17,9.56E+17,26985421,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dj_bigm,1,FALSE,FALSE,NA,NA,positive,joy,RT @ACE_Aeropuerto: 23-01-2018 #GEZRO @easyJet #a320 @Airbus at @ACE_Aeropuerto #Lanzarote #planespotting by @ACE_spotter @controladores @E…,@easyJet,1/25/2018 11:13,11:13:00,Morning
2202,2202,@easyJet I look forward to having my compensation claim accepted by CEDR - don't bother responding.,FALSE,3,WhatDontIGot,1/25/2018 11:11,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,1,FALSE,FALSE,NA,NA,negative,anger,"@easyJet hiya, why can’t I check in? I fly tomorrow at 745am t.co/A443wcUqdi",@easyJet,1/25/2018 11:11,11:11:00,Morning
2203,2203,@easyJet is it some kind of tardis plane? It could only carry a finite amount of people why not the people waiting?,FALSE,0,WhatDontIGot,1/25/2018 11:10,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,0,FALSE,FALSE,NA,NA,positive,joy,RT @jimjaf2210: @easyJet @WalshyLaaa I had a 3 hr delay on Thursday due to issues @ Amsterdam. Sneaky corrupt easy jet called boarding afte…,@easyJet,1/25/2018 11:10,11:10:00,Morning
2204,2204,"@easyJet are you suggesting that the plane and crew who were in Glasgow to take us to London were rerouted to ""save delays""",FALSE,0,WhatDontIGot,1/25/2018 11:09,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,1,FALSE,FALSE,NA,NA,positive,unknown,@easyJet wonderful staff looked after us on EZY8862 from HRG to LGW tonight especially Matteo who is a credit to th… t.co/6bRUA3prsY,@easyJet,1/25/2018 11:09,11:09:00,Morning
2205,2205,@easyJet 3) after the runway closed for less than two hours all other flights scheduled to leave after us left before us.,FALSE,0,WhatDontIGot,1/25/2018 11:09,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet @WalshyLaaa I had a 3 hr delay on Thursday due to issues @ Amsterdam. Sneaky corrupt easy jet called board… t.co/KRuCop7sOJ,@easyJet,1/25/2018 11:09,11:09:00,Morning
2206,2206,@easyJet have been delayed AT ALL.,FALSE,0,WhatDontIGot,1/25/2018 11:08,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,1,FALSE,FALSE,NA,NA,positive,unknown,@easyJet seriusly? Does this mean 2 adults are cheaper than a 5weeks old infant sitting on our lap? t.co/ibzX49EaMO,@easyJet,1/25/2018 11:08,11:08:00,Morning
2207,2207,"@easyJet 2) which customers were you minimising the delay for? Certainly not us, if our flight had gone when it should have we wouldn't",FALSE,0,WhatDontIGot,1/25/2018 11:08,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,1,FALSE,FALSE,NA,NA,negative,unknown,RT @eatingwprecious: @easyJet  landed in @SouthendAirport to find my @TrippLuggage from the hold broken/damaged. I have sent an email  but…,@easyJet,1/25/2018 11:08,11:08:00,Morning
2208,2208,"@easyJet Travelling tomorrow, just hand luggage. What happens if i shop at dutyfree?? will i be allowed to take it all onboard?",FALSE,0,easyJet,1/25/2018 11:08,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AminaSalMakeup,0,FALSE,FALSE,NA,NA,positive,unknown,@VFritzNews @BBCWorld @easyJet Two for the price of one <ed><ed>,@easyJet,1/25/2018 11:08,11:08:00,Morning
2209,2209,"@easyJet 1) there wasn't snow ""earlier in the day"" at Glasgow airport. Our flight was due to leave at 6.55AM PRIOR to it snowing.",FALSE,0,WhatDontIGot,1/25/2018 11:07,FALSE,9.56E+17,9.56E+17,7.56E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,0,FALSE,FALSE,NA,NA,negative,unknown,Erm do I look like a Maria Victoria Codera Abad @easyJet ??? t.co/6EnDFOFdO2,@easyJet,1/25/2018 11:07,11:07:00,Morning
2210,2210,Finally got my email explaining why @easyJet have refused my compensation claim. https://t.co/8gMlUK6f7n,FALSE,0,NA,1/25/2018 11:06,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhatDontIGot,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet Think I've not explained clearly.. . We had the standard small suitcase travel bag  ( that wwnt in tje ove… t.co/H7LrYJIxtb,@easyJet,1/25/2018 11:06,11:06:00,Morning
2211,2211,@easyJet Just so you know. Your booking process broken for me on Chrome 63 on mac. It works fine in Safari.,FALSE,0,easyJet,1/25/2018 11:05,FALSE,9.56E+17,9.56E+17,38676903,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",roobottom,0,FALSE,FALSE,NA,NA,neutral,unknown,#findflowerman @easyJet . Found en route back from Belfast International t.co/WRtCUSpSrR,@easyJet,1/25/2018 11:05,11:05:00,Morning
2212,2212,#ThrowbackThursday ~ got a flight to #Malaga in September for less than a nifty #EasyJet @easyJet .. that's a right… https://t.co/HjgK12KpHh,FALSE,0,NA,1/25/2018 11:04,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1958travels,0,FALSE,FALSE,NA,NA,negative,unknown,"@easyJet I made it through the easyJet website. It’s a holiday I booked, I just want to flights put onto the app so… t.co/uJXgZKbxm2",@easyJet,1/25/2018 11:04,11:04:00,Morning
2213,2213,RT @msmargey: Thanks @easyJet for bossy email demanding passengers get to the airport super early. Shame your crew can't show up on time #d…,FALSE,0,NA,1/25/2018 10:59,FALSE,NA,9.56E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,6,TRUE,FALSE,NA,NA,negative,sadness,"@easyJet all I want is to leave on the exact same time the previous day, as I thought I had originally selected, an… t.co/VvZbs1I0Ty",@easyJet,1/25/2018 10:59,10:59:00,Morning
2214,2214,RT @msmargey: Thanks @easyJet for bossy email demanding passengers get to the airport super early. Shame your crew can't show up on time #d…,FALSE,0,NA,1/25/2018 10:56,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SkyeBow02192344,6,TRUE,FALSE,NA,NA,negative,sadness,"@easyJet Thank you very much, Anne",@easyJet,1/25/2018 10:56,10:56:00,Morning
2215,2215,"Brilliant marketing by @easyJet - timing, offer, call to action, and delivered straight to my phone. https://t.co/dpCXpXzHA0",FALSE,4,NA,1/25/2018 10:52,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndrewScottGB,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet exactly what was the point of paying for travel insurance if I still have to pay £15 to change my flight?,@easyJet,1/25/2018 10:52,10:52:00,Morning
2216,2216,@easyJet how did it cost me an extra £8 in the space of me and my sister booking the same flight in a matter of min… https://t.co/3Bko2jGSah,FALSE,0,easyJet,1/25/2018 10:51,TRUE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lenskidoodle,0,FALSE,FALSE,NA,NA,negative,unknown,23-01-2018 #GEZRO @easyJet #a320 @Airbus at @ACE_Aeropuerto #Lanzarote #planespotting by @ACE_spotter… t.co/ByPM922Bt4,@easyJet,1/25/2018 10:51,10:51:00,Morning
2217,2217,@juliegrieve @easyJet I think it's just become a habit of taking bags before boarding without charge when lots of s… https://t.co/GgOOtgsdoZ,FALSE,1,juliegrieve,1/25/2018 10:49,TRUE,9.56E+17,9.56E+17,299298017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WildNavigator,0,FALSE,FALSE,NA,NA,positive,joy,RT @sophhhh_m: @easyJet sent away a product for a refund months ago.... emailed several times since and nothing no refund and no product an…,@easyJet,1/25/2018 10:49,10:49:00,Morning
2218,2218,@easyJet is the website broken? Can't book. Telesales agent hung up on me,FALSE,0,easyJet,1/25/2018 10:34,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thebird_feeder,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet sent away a product for a refund months ago.... emailed several times since and nothing no refund and no p… t.co/tPdFcLntzk,@easyJet,1/25/2018 10:34,10:34:00,Morning
2219,2219,@markhunterp @easyJet love this! love you xx,FALSE,1,markhunterp,1/25/2018 10:32,FALSE,9.56E+17,9.56E+17,401562253,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Hattiekatehp,0,FALSE,FALSE,NA,NA,positive,joy,@mikeyxscott @easyJet On first seeing this looked like a Thomas the tank engine character,@easyJet,1/25/2018 10:32,10:32:00,Morning
2220,2220,The only person in the whole of row 3....thanks @easyJet https://t.co/nOCTWnSMGl,FALSE,3,NA,1/25/2018 10:28,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",markhunterp,0,FALSE,FALSE,NA,NA,positive,unknown,"RT @rycly: ""The upbeat numbers sent @easyJet shares 5% higher"" - a great start with our new CEO Johan Lundgren! #easyJet #avgeek

t…",@easyJet,1/25/2018 10:28,10:28:00,Morning
2221,2221,A genuine mistake of a passengers name on a flight booking and the charge £94 to correct it!! Thanks @easyJet you k… https://t.co/DgcKf1cQan,FALSE,0,NA,1/25/2018 10:17,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dj_bigm,0,FALSE,FALSE,NA,NA,negative,unknown,Good day @easyJet can you tell me when flights from NCL to TFS will be available?,@easyJet,1/25/2018 10:17,10:17:00,Morning
2222,2222,RT @MarquandLe: @easyJet met Mauro. Impressed with his hat! #elfyJet #MerryXmas https://t.co/qChCs7xTAE,FALSE,0,NA,1/25/2018 10:08,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",supprakava1986,2,TRUE,FALSE,NA,NA,positive,unknown,"#findflowerman there he is on the first window of the orange building. Did I win @easyJet , cause I think I just di… t.co/RzpsUa0wqE",@easyJet,1/25/2018 10:08,10:08:00,Morning
2223,2223,@Mahbuba21 I think we should all get together and take them. Awful customer service! Ignore customers complaints! A… https://t.co/0OQ4A5Fj7q,FALSE,1,Mahbuba21,1/25/2018 10:06,TRUE,9.52E+17,9.56E+17,148708335,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",louloushels,2,FALSE,FALSE,NA,NA,negative,surprise,"@easyJet I did thanks, your staff was very patient with people arriving later than deserved to the gate",@easyJet,1/25/2018 10:06,10:06:00,Morning
2224,2224,"RT @madlynnie: @easyJet well done flight canx  Ltn Innsbruck on 10th December 
Refunded hotel 
 at lgw for next available flight and evenin…",FALSE,0,NA,1/25/2018 9:59,FALSE,NA,9.56E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,negative,unknown,"@easyJet hi, if I don't pay for any extra luggage bags, am I allowed to bring one cabin bag, or one cabin bag and a handbag? Thanks :)",@easyJet,1/25/2018 9:59,9:59:00,Morning
2225,2225,"@easyJet well done flight canx  Ltn Innsbruck on 10th December 
Refunded hotel 
 at lgw for next available flight and evening meal 
#service",FALSE,1,easyJet,1/25/2018 9:58,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",madlynnie,1,FALSE,FALSE,NA,NA,negative,unknown,@easyJet Thanks Anton-I wasnt offered the option to buy a seat on my t.co/uhmTgMHsC4 Ive checked in I cant buy the seat I want?,@easyJet,1/25/2018 9:58,9:58:00,Morning
2226,2226,RT @Lucy_Earl: Oh my days my case hasn't arrived in Malaga @easyJet pleaseeeeee help me!!!!!!!,FALSE,0,NA,1/25/2018 9:55,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",smaryllopo1971,5,TRUE,FALSE,NA,NA,positive,unknown,"RT @ACJSissons: @easyJet Not impressed. I had different flights open in two separate tabs in my browser. I go to pay for the one I want, an…",@easyJet,1/25/2018 9:55,9:55:00,Morning
2227,2227,"Can someone at @easyJet explain why so many hand luggage bags, including mine, were removed and put in the hold bec… https://t.co/smFPlKerP3",FALSE,0,NA,1/25/2018 9:52,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mike_Killen,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet Not impressed. I had different flights open in two separate tabs in my browser. I go to pay for the one I… t.co/plwIHLnATT,@easyJet,1/25/2018 9:52,9:52:00,Morning
2228,2228,"RT @Liz_says: Um, @easyJet ? I think you need to update your website re tracking bags... #notamember https://t.co/QLZugEh7cp",FALSE,0,NA,1/25/2018 9:46,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ErinMar88967156,3,TRUE,FALSE,NA,NA,neutral,unknown,@easyJet showing @TUIUK how to make an advertisement that isn’t so cringeworthy and desperately forced down our thr… t.co/Uulod6Hntp,@easyJet,1/25/2018 9:46,9:46:00,Morning
2229,2229,@easyJet you should be proud!! Andrew from your EZY422 flight from Edinburgh to Bristol is amazing!!! He’s a credit to you,FALSE,0,easyJet,1/25/2018 9:44,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shelbylou27,0,FALSE,FALSE,NA,NA,neutral,joy,"@easyJet If i am putting a paraglider in as checked baggage, and its the same size and weight as a normal checked b… t.co/Vmz8NfksNp",@easyJet,1/25/2018 9:44,9:44:00,Morning
2230,2230,#tourism Good morning Jersey CI and beyond. What a fabulous morning! #morning #Smile #MorningRush… https://t.co/qffn0MG9r9,FALSE,1,NA,1/25/2018 9:44,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cookesrosefarm,0,FALSE,FALSE,NA,NA,positive,joy,RT @designedlearnin: @easyJet rejected my compensation claim due to ‘adverse weather’ - apparently they refuse 95% of claims  t.co/…,@easyJet,1/25/2018 9:44,9:44:00,Morning
2231,2231,RT @leona_norris: Made it to our destination no thanks to @easyjet but big thanks to @thomsoncares @holidayautos @bookingcom,FALSE,0,NA,1/25/2018 9:40,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Maureen46796590,2,TRUE,FALSE,NA,NA,positive,unknown,@easyJet Flight EZY3225 Friday 19th January @ 17:45pm... seat 20B @easyJet please can you triple check. Handbag was… t.co/Q6r3zhTODN,@easyJet,1/25/2018 9:40,9:40:00,Morning
2232,2232,Seems @easyJet thinks we're the No1 ski web site in its in-flight magazine - tks! :-) https://t.co/XkpkjlrRAs,FALSE,1,NA,1/25/2018 9:38,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",planetski,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet rejected my compensation claim due to ‘adverse weather’ - apparently they refuse 95% of claims… t.co/GOdSlZlEoz,@easyJet,1/25/2018 9:38,9:38:00,Morning
2233,2233,"Actual footage of the view from my new home, hai<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
Considering how many @easyJet flights I take, I decided to perma… https://t.co/vswjz2bgbp",FALSE,11,NA,1/25/2018 9:36,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaMonzani,0,FALSE,FALSE,NA,NA,positive,unknown,"I want to point our @easyjet was another organisation who collaborated in project fear, yet this week their busines… t.co/mnjzSYBdnf",@easyJet,1/25/2018 9:36,9:36:00,Morning
2234,2234,RT @zahvbakshi: @easyJet again managed to alleviate a delay. Efficiency first. Other airlines could take a leaf out of your book.,FALSE,0,NA,1/25/2018 9:27,FALSE,NA,9.56E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,positive,unknown,RT @Orikzzz: @RYAN_HAWAII @easyJet @British_Airways refund his ticket till this turns viral!,@easyJet,1/25/2018 9:27,9:27:00,Morning
2235,2235,RT @zahvbakshi: @easyJet again managed to alleviate a delay. Efficiency first. Other airlines could take a leaf out of your book.,FALSE,0,NA,1/25/2018 9:23,FALSE,NA,9.56E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,positive,unknown,RT @GB_Fin: @easyJet kindly reply to my complaint ref 122004903,@easyJet,1/25/2018 9:23,9:23:00,Morning
2236,2236,@easyJet speedy boarding! Needs some organisation- it’s freezing here! https://t.co/BaJjjOENVu,FALSE,0,easyJet,1/25/2018 9:23,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LouiseTG17,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet I have a holiday booked and am trying to add extra baggage. Your website is impossible to use with no clea… t.co/qhTW66ikWK,@easyJet,1/25/2018 9:23,9:23:00,Morning
2237,2237,@easyJet again managed to alleviate a delay. Efficiency first. Other airlines could take a leaf out of your book.,FALSE,1,easyJet,1/25/2018 9:19,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zahvbakshi,2,FALSE,FALSE,NA,NA,positive,unknown,@RYAN_HAWAII @easyJet @British_Airways refund his ticket till this turns viral!,@easyJet,1/25/2018 9:19,9:19:00,Morning
2238,2238,"RT @GibraltarBCA: Today's Flight Schedule #Gibraltar @easyJet @British_Airways @RAM_Maroc @easyJet 

#VisitGibraltar https://t.co/SsWutxVaF2",FALSE,0,NA,1/25/2018 9:19,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HaedusCrabittu,3,TRUE,FALSE,NA,NA,negative,unknown,@easyJet kindly reply to my complaint ref 122004903,@easyJet,1/25/2018 9:19,9:19:00,Morning
2239,2239,"@rhi_anna94 @easyJet Hi Rhianna, so sorry to hear about your flight. Please let us know if we can help you with anything. Thanks Jay",FALSE,0,rhi_anna94,1/25/2018 9:18,FALSE,9.56E+17,9.56E+17,346030013,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Gatwick_Airport,0,FALSE,FALSE,NA,NA,neutral,joy,@evecamerxn @easyJet yo how fast can I get to Sevilla?,@easyJet,1/25/2018 9:18,9:18:00,Morning
2240,2240,"@isaquemusic @vueling @easyJet @vueling I'm giving you one last chance to fix this, otherwise I PROMISE my friends… https://t.co/POsWmUbEww",FALSE,1,isaquemusic,1/25/2018 9:13,TRUE,9.56E+17,9.56E+17,9.06E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",isaqueseneda,0,FALSE,FALSE,NA,NA,neutral,unknown,@AlessaLU11 @easyJet Cannot wait <ed><ed><ed><ed>,@easyJet,1/25/2018 9:13,9:13:00,Morning
2241,2241,"RT @Jump_Start_2016: No news, no flight information, no staff and no update. Supposed to fly at 9pm. Shocking @easyJet @BBC @TheSun. Flight…",FALSE,0,NA,1/25/2018 9:13,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",esferodqui1987,2,TRUE,FALSE,NA,NA,negative,unknown,"@easyJet Chloe, I just tried to change the details and was asked to pay £94 fee...you said there would be no charge. Please advise",@easyJet,1/25/2018 9:13,9:13:00,Morning
2242,2242,"RT @GibraltarBCA: Today's Flight Schedule #Gibraltar @easyJet @British_Airways @RAM_Maroc @easyJet 

#VisitGibraltar https://t.co/SsWutxVaF2",FALSE,0,NA,1/25/2018 9:07,FALSE,NA,9.56E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",1704Media,3,TRUE,FALSE,NA,NA,negative,unknown,RT @apc_88: @easyJet After spending money to get from Manchester to Luton to our original destination. Accomadtion for the night at Manches…,@easyJet,1/25/2018 9:07,9:07:00,Morning
2243,2243,RT @ACE_Aeropuerto: 24-01-2018 #HBJXI @easyJet #a320 @Airbus at @ACE_Aeropuerto #Lanzarote #planespotting by @ACE_spotter @controladores @E…,FALSE,0,NA,1/25/2018 9:06,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Asoc_CIS,6,TRUE,FALSE,NA,NA,positive,unknown,"RT @olenyi: If @easyJet could fly Berlin-Brussels again, that would be fantastic. @Ryanair  is a disaster, always late, now ridiculous lugg…",@easyJet,1/25/2018 9:06,9:06:00,Morning
2244,2244,"RT @GibraltarBCA: Today's Flight Schedule #Gibraltar @easyJet @British_Airways @RAM_Maroc @easyJet 

#VisitGibraltar https://t.co/SsWutxVaF2",FALSE,0,NA,1/25/2018 9:06,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",InfoGibraltar,3,TRUE,FALSE,NA,NA,negative,unknown,"@easyJet Hey! No joy so far and we have send and email, but to receive a reply. Is there any other avenues I can go… t.co/kamCB8wLfu",@easyJet,1/25/2018 9:06,9:06:00,Morning
2245,2245,"ok check this out guys: @vueling wants to charge me €240 euros to change my flight that THEY booked wrong

but it's… https://t.co/pSArgzdETn",FALSE,1,NA,1/25/2018 9:04,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",isaqueseneda,1,FALSE,FALSE,NA,NA,negative,anger,Got an email asking me to complete a survey about my recent flight experience with @easyJet Spent 15mins doing it a… t.co/GMVB0jnY6V,@easyJet,1/25/2018 9:04,9:04:00,Morning
2246,2246,Flying doesn't need to be a bore... https://t.co/4VbWszbaSU @easyJet,FALSE,1,NA,1/25/2018 9:00,FALSE,NA,9.56E+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",RakutenToday,0,FALSE,FALSE,NA,NA,negative,sadness,"If @easyJet could fly Berlin-Brussels again, that would be fantastic. @Ryanair  is a disaster, always late, now rid… t.co/6OmugpKsXK",@easyJet,1/25/2018 9:00,9:00:00,Morning
2247,2247,"Today's Flight Schedule #Gibraltar @easyJet @British_Airways @RAM_Maroc @easyJet 

#VisitGibraltar https://t.co/SsWutxVaF2",FALSE,2,NA,1/25/2018 9:00,FALSE,NA,9.56E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",GibraltarBCA,3,FALSE,FALSE,NA,NA,negative,unknown,@easyjet today announced soaring revenues. Remind me again of their predictions before the EU Ref. Maybe… t.co/t7JCDastXN,@easyJet,1/25/2018 9:00,9:00:00,Morning
2248,2248,"The airline of choice compared to BA for many reasons. Price, efficiency and punctuality for starters. Only problem… https://t.co/KwXa6BngpD",FALSE,0,NA,1/25/2018 8:54,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmreillyco1,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet boarded a flight to Bilbao on Friday after buying a Mulberry handbag at the airport for my girlfriends bir… t.co/fuzgu2QGpB,@easyJet,1/25/2018 8:54,8:54:00,Morning
2249,2249,"@easyJet hi, is it possible wish my friend Leo Dolan happy birthday on his flight EZY8265 today?",FALSE,0,easyJet,1/25/2018 8:53,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lucia_Greco_,0,FALSE,FALSE,NA,NA,positive,joy,@easyJet After spending money to get from Manchester to Luton to our original destination. Accomadtion for the nigh… t.co/e2X8NjJCJK,@easyJet,1/25/2018 8:53,8:53:00,Morning
2250,2250,@easyjet helping to keep me amused on way back from Copenhagen yesterday #FindFlowerman https://t.co/9KPflauOQr,FALSE,1,easyJet,1/25/2018 8:29,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarNewb,0,FALSE,FALSE,NA,NA,negative,unknown,@mandiemarie19 @easyJet Can't take train? #elitist,@easyJet,1/25/2018 8:29,8:29:00,Morning
2251,2251,RT @chipmanpetvet: Wishing @easyJet much success in launching their pet-sitting program. https://t.co/tm32FzGwYH,FALSE,0,NA,1/25/2018 8:27,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dbrman,2,TRUE,FALSE,NA,NA,positive,unknown,A #musician and his companion.. @easyJet #music t.co/2SSOuag3uc,@easyJet,1/25/2018 8:27,8:27:00,Morning
2252,2252,@easyJet are you cool with me canceling my flight with @vueling and buying tickets with you instead?,FALSE,0,easyJet,1/25/2018 8:25,FALSE,NA,9.56E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",isaqueseneda,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet I’ve booked a holiday can I get this booking transferred to the app so I can get mobile boarding passes?,@easyJet,1/25/2018 8:25,8:25:00,Morning
2253,2253,The couple behind me in the @easyJet boarding queue are discussing whether they’ve exchanged enough €s for their sh… https://t.co/O97WngHzWr,FALSE,25,NA,1/25/2018 8:24,TRUE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thalie_Knights,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet in EZY4029 seat numbers are written in red on black, color-blind people cannot read it",@easyJet,1/25/2018 8:24,8:24:00,Morning
2254,2254,RT @GibboDylan: Only in #Gibraltar you get this view as a spectator watching a football match. @easyJet @GibraltarFA https://t.co/O22K28h7Gy,FALSE,0,NA,1/25/2018 8:23,FALSE,NA,9.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fedebattiston,10,TRUE,FALSE,NA,NA,neutral,sadness,".@easyJet top marketer Peter Duffy departs to make way for chief data officer
t.co/cZSpQmEQvR t.co/imcqhInWhz",@easyJet,1/25/2018 8:23,8:23:00,Morning
